Source Name	Comment[ENA_SAMPLE]	Material Type	Provider	Characteristics[organism]	Characteristics[specimen with known storage state]	Characteristics[InitialTimePoint]	Characteristics[genotype]	Characteristics[sex]	Characteristics[individual]	Characteristics[developmental stage]	Characteristics[strain]	Characteristics[organism part]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_SELECTION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[organism]	Factor Value[immunoprecipitate]
TreeShrew2	ERS517751	organism part	School of Optometry and Vision Sciences, Cardiff University	Tupaia belangeri	fresh specimen	  	wild type	male	TreeShrew2	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-139#7	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do3038	sequencing assay	ERX531029	do3038_H3K27Ac_liver_ab4729_tupBel1Tupaia_belangeriTreeShrew2_SAN01.fq.gz	do3038_H3K27Ac_liver_ab4729_tupBel1Tupaia_belangeriTreeShrew2_SAN01.fq.gz	ERR572277	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572277/ERR572277.fastq.gz	P-MTAB-39594	P-MTAB-39595	tupBel-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Tupaia belangeri	H3K27Ac
TreeShrew3	ERS517747	organism part	School of Optometry and Vision Sciences, Cardiff University	Tupaia belangeri	fresh specimen	  	wild type	female	TreeShrew3	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-139#8	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do3039	sequencing assay	ERX530910	do3039_H3K27Ac_liver_ab4729_tupBel1Tupaia_belangeriTreeShrew3_SAN01.fq.gz	do3039_H3K27Ac_liver_ab4729_tupBel1Tupaia_belangeriTreeShrew3_SAN01.fq.gz	ERR572198	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572198/ERR572198.fastq.gz	P-MTAB-39594	P-MTAB-39595	tupBel-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Tupaia belangeri	H3K27Ac
TreeShrew1	ERS517782	organism part	School of Optometry and Vision Sciences, Cardiff University	Tupaia belangeri	fresh specimen	  	wild type	male	TreeShrew1	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-51#99	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2141	sequencing assay	ERX531005	do2141_input_liver_unk_tupBel1Tupaia_belangeriTreeShrew1_SAN01.fq.gz	do2141_input_liver_unk_tupBel1Tupaia_belangeriTreeShrew1_SAN01.fq.gz	ERR572178	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572178/ERR572178.fastq.gz	P-MTAB-39594	  	  	  	Tupaia belangeri	input
TreeShrew2	ERS517751	organism part	School of Optometry and Vision Sciences, Cardiff University	Tupaia belangeri	fresh specimen	  	wild type	male	TreeShrew2	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-51#100	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2142	sequencing assay	ERX530915	do2142_input_liver_unk_tupBel1Tupaia_belangeriTreeShrew2_SAN01.fq.gz	do2142_input_liver_unk_tupBel1Tupaia_belangeriTreeShrew2_SAN01.fq.gz	ERR572268	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572268/ERR572268.fastq.gz	P-MTAB-39594	  	  	  	Tupaia belangeri	input
TreeShrew3	ERS517747	organism part	School of Optometry and Vision Sciences, Cardiff University	Tupaia belangeri	fresh specimen	  	wild type	female	TreeShrew3	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-139#1	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2591	sequencing assay	ERX530953	do2591_unk_liver_unk_tupBel1Tupaia_belangeriTreeShrew3_SAN01.fq.gz	do2591_unk_liver_unk_tupBel1Tupaia_belangeriTreeShrew3_SAN01.fq.gz	ERR572274	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572274/ERR572274.fastq.gz	P-MTAB-39594	  	  	  	Tupaia belangeri	input
Bull4	ERS517759	organism part	B&K	Bos taurus	fresh specimen	  	wild type	male	Bull4	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-151#15	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2845	sequencing assay	ERX530924	do2845_H3K4me3_liver_05-1339_bosTau6Bos_taurusBull4_SAN01.fq.gz	do2845_H3K4me3_liver_05-1339_bosTau6Bos_taurusBull4_SAN01.fq.gz	ERR572160	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572160/ERR572160.fastq.gz	P-MTAB-39594	P-MTAB-39595	bosTau-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Bos taurus	H3K4me3
Bull5	ERS517755	organism part	B&K	Bos taurus	fresh specimen	  	wild type	male	Bull5	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-151#16	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2846	sequencing assay	ERX530955	do2846_H3K4me3_liver_05-1339_bosTau6Bos_taurusBull5_SAN01.fq.gz	do2846_H3K4me3_liver_05-1339_bosTau6Bos_taurusBull5_SAN01.fq.gz	ERR572137	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572137/ERR572137.fastq.gz	P-MTAB-39594	P-MTAB-39595	bosTau-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Bos taurus	H3K4me3
Bull6	ERS517787	organism part	B&K	Bos taurus	fresh specimen	  	wild type	male	Bull6	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-171#31	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do3138	sequencing assay	ERX531053	do3138_H3K4me3_liver_05-1339_bosTau6Bos_taurusBull6_SAN01.fq.gz	do3138_H3K4me3_liver_05-1339_bosTau6Bos_taurusBull6_SAN01.fq.gz	ERR572243	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572243/ERR572243.fastq.gz	P-MTAB-39594	P-MTAB-39595	bosTau-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Bos taurus	H3K4me3
Bull7	ERS517764	organism part	B&K	Bos taurus	fresh specimen	  	wild type	male	Bull7	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-171#32	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do3139	sequencing assay	ERX530949	do3139_H3K4me3_liver_05-1339_bosTau6Bos_taurusBull7_SAN01.fq.gz	do3139_H3K4me3_liver_05-1339_bosTau6Bos_taurusBull7_SAN01.fq.gz	ERR572180	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572180/ERR572180.fastq.gz	P-MTAB-39594	P-MTAB-39595	bosTau-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Bos taurus	H3K4me3
Bull4	ERS517759	organism part	B&K	Bos taurus	fresh specimen	  	wild type	male	Bull4	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-171#18	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do3124	sequencing assay	ERX530941	do3124_H3K27Ac_liver_ab4729_bosTau6Bos_taurusBull4_SAN01.fq.gz	do3124_H3K27Ac_liver_ab4729_bosTau6Bos_taurusBull4_SAN01.fq.gz	ERR572199	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572199/ERR572199.fastq.gz	P-MTAB-39594	P-MTAB-39595	bosTau-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Bos taurus	H3K27Ac
Bull5	ERS517755	organism part	B&K	Bos taurus	fresh specimen	  	wild type	male	Bull5	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-171#19	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do3125	sequencing assay	ERX530919	do3125_H3K27Ac_liver_ab4729_bosTau6Bos_taurusBull5_SAN01.fq.gz	do3125_H3K27Ac_liver_ab4729_bosTau6Bos_taurusBull5_SAN01.fq.gz	ERR572216	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572216/ERR572216.fastq.gz	P-MTAB-39594	P-MTAB-39595	bosTau-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Bos taurus	H3K27Ac
Bull6	ERS517787	organism part	B&K	Bos taurus	fresh specimen	  	wild type	male	Bull6	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-171#20	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do3126	sequencing assay	ERX530996	do3126_H3K27Ac_liver_ab4729_bosTau6Bos_taurusBull6_SAN01.fq.gz	do3126_H3K27Ac_liver_ab4729_bosTau6Bos_taurusBull6_SAN01.fq.gz	ERR572236	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572236/ERR572236.fastq.gz	P-MTAB-39594	P-MTAB-39595	bosTau-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Bos taurus	H3K27Ac
Bull7	ERS517764	organism part	B&K	Bos taurus	fresh specimen	  	wild type	male	Bull7	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-171#21	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do3127	sequencing assay	ERX530967	do3127_H3K27Ac_liver_ab4729_bosTau6Bos_taurusBull7_SAN01.fq.gz	do3127_H3K27Ac_liver_ab4729_bosTau6Bos_taurusBull7_SAN01.fq.gz	ERR572139	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572139/ERR572139.fastq.gz	P-MTAB-39594	P-MTAB-39595	bosTau-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Bos taurus	H3K27Ac
Bull4	ERS517759	organism part	B&K	Bos taurus	fresh specimen	  	wild type	male	Bull4	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-151#11	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2841	sequencing assay	ERX531061	do2841_input_liver_unk_bosTau6Bos_taurusBull4_SAN01.fq.gz	do2841_input_liver_unk_bosTau6Bos_taurusBull4_SAN01.fq.gz	ERR572283	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572283/ERR572283.fastq.gz	P-MTAB-39594	  	  	  	Bos taurus	input
Bull5	ERS517755	organism part	B&K	Bos taurus	fresh specimen	  	wild type	male	Bull5	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-151#12	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2842	sequencing assay	ERX530947	do2842_input_liver_unk_bosTau6Bos_taurusBull5_SAN01.fq.gz	do2842_input_liver_unk_bosTau6Bos_taurusBull5_SAN01.fq.gz	ERR572271	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572271/ERR572271.fastq.gz	P-MTAB-39594	  	  	  	Bos taurus	input
Bull6	ERS517787	organism part	B&K	Bos taurus	fresh specimen	  	wild type	male	Bull6	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-151#13	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2843	sequencing assay	ERX530994	do2843_input_liver_unk_bosTau6Bos_taurusBull6_SAN01.fq.gz	do2843_input_liver_unk_bosTau6Bos_taurusBull6_SAN01.fq.gz	ERR572132	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572132/ERR572132.fastq.gz	P-MTAB-39594	  	  	  	Bos taurus	input
Bull7	ERS517764	organism part	B&K	Bos taurus	fresh specimen	  	wild type	male	Bull7	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-151#14	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2844	sequencing assay	ERX530931	do2844_input_liver_unk_bosTau6Bos_taurusBull7_SAN01.fq.gz	do2844_input_liver_unk_bosTau6Bos_taurusBull7_SAN01.fq.gz	ERR572289	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572289/ERR572289.fastq.gz	P-MTAB-39594	  	  	  	Bos taurus	input
SW2012/13	ERS517791	organism part	UK Cetacean Strandings Investigation Programme, ZSL	Delphinus delphis	frozen specimen	  	wild type	male	SW2012/13	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-51#49	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2091	sequencing assay	ERX531043	do2091_H3K4me3_liver_millipore_05-1339_turTru2Delphinus_delphisCSIP1_SAN01.fq.gz	do2091_H3K4me3_liver_millipore_05-1339_turTru2Delphinus_delphisCSIP1_SAN01.fq.gz	ERR572218	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572218/ERR572218.fastq.gz	P-MTAB-39594	P-MTAB-39595	Delphinus-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Delphinus delphis	H3K4me3
SW2012/193	ERS517748	organism part	UK Cetacean Strandings Investigation Programme, ZSL	Lagenorhynchus albirostris	frozen specimen	  	wild type	female	SW2012/193	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-151#8	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2838	sequencing assay	ERX530982	do2838_H3K4me3_liver_05-1339_turTru2Lagenorhynchus_albirostrisSW2012_193_SAN01.fq.gz	do2838_H3K4me3_liver_05-1339_turTru2Lagenorhynchus_albirostrisSW2012_193_SAN01.fq.gz	ERR572143	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572143/ERR572143.fastq.gz	P-MTAB-39594	P-MTAB-39595	Delphinus-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Lagenorhynchus albirostris	H3K4me3
SW2012/419	ERS517790	organism part	UK Cetacean Strandings Investigation Programme, ZSL	Mesoplodon bidens	frozen specimen	  	wild type	female	SW2012/419	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-151#6	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2836	sequencing assay	ERX531068	do2836_H3K4me3_liver_05-1339_turTru2Mesoplodon_bidensSW2012_419_SAN01.fq.gz	do2836_H3K4me3_liver_05-1339_turTru2Mesoplodon_bidensSW2012_419_SAN01.fq.gz	ERR572174	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572174/ERR572174.fastq.gz	P-MTAB-39594	P-MTAB-39595	Mesoplo-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Mesoplodon bidens	H3K4me3
SW2012/327	ERS517771	organism part	UK Cetacean Strandings Investigation Programme, ZSL	Mesoplodon bidens	frozen specimen	  	wild type	female	SW2012/327	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-151#7	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2837	sequencing assay	ERX531047	do2837_H3K4me3_liver_05-1339_turTru2Mesoplodon_bidensSW2012_327_SAN01.fq.gz	do2837_H3K4me3_liver_05-1339_turTru2Mesoplodon_bidensSW2012_327_SAN01.fq.gz	ERR572286	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572286/ERR572286.fastq.gz	P-MTAB-39594	P-MTAB-39595	Mesoplo-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Mesoplodon bidens	H3K4me3
SW2012/413	ERS517786	organism part	UK Cetacean Strandings Investigation Programme, ZSL	Balaenoptera borealis	frozen specimen	  	wild type	female	SW2012/413	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-151#9	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2839	sequencing assay	ERX531040	do2839_H3K4me3_liver_05-1339_turTru2Balaenoptera_borealisSW2012_413_SAN01.fq.gz	do2839_H3K4me3_liver_05-1339_turTru2Balaenoptera_borealisSW2012_413_SAN01.fq.gz	ERR572136	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572136/ERR572136.fastq.gz	P-MTAB-39594	P-MTAB-39595	Balaeno-H3K4me3_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Balaenoptera borealis	H3K4me3
SW2012/13	ERS517791	organism part	UK Cetacean Strandings Investigation Programme, ZSL	Delphinus delphis	frozen specimen	  	wild type	male	SW2012/13	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-139#40	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do3056	sequencing assay	ERX531038	do3056_H3K27Ac_liver_ab4729_turTru2Tursiops_truncatusCSIP1_SAN01.fq.gz	do3056_H3K27Ac_liver_ab4729_turTru2Tursiops_truncatusCSIP1_SAN01.fq.gz	ERR572231	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572231/ERR572231.fastq.gz	P-MTAB-39594	P-MTAB-39595	Delphinus-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Delphinus delphis	H3K27Ac
SW2012/193	ERS517748	organism part	UK Cetacean Strandings Investigation Programme, ZSL	Lagenorhynchus albirostris	frozen specimen	  	wild type	female	SW2012/193	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-220#23	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2525	sequencing assay	ERX530911	do2525_H3K27Ac_liver_ab4729_turTru2SW2012_193_SAN01.fq.gz	do2525_H3K27Ac_liver_ab4729_turTru2SW2012_193_SAN01.fq.gz	ERR572129	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572129/ERR572129.fastq.gz	P-MTAB-39594	P-MTAB-39595	Delphinus-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Lagenorhynchus albirostris	H3K27Ac
SW2012/419	ERS517790	organism part	UK Cetacean Strandings Investigation Programme, ZSL	Mesoplodon bidens	frozen specimen	  	wild type	female	SW2012/419	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-220#21	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2523	sequencing assay	ERX531006	do2523_H3K27Ac_liver_ab4729_turTru2SW2012_419_SAN01.fq.gz	do2523_H3K27Ac_liver_ab4729_turTru2SW2012_419_SAN01.fq.gz	ERR572205	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572205/ERR572205.fastq.gz	P-MTAB-39594	P-MTAB-39595	Mesoplo-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Mesoplodon bidens	H3K27Ac
SW2012/327	ERS517771	organism part	UK Cetacean Strandings Investigation Programme, ZSL	Mesoplodon bidens	frozen specimen	  	wild type	female	SW2012/327	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-220#22	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2524	sequencing assay	ERX531015	do2524_H3K27Ac_liver_ab4729_turTru2SW2012_327_SAN01.fq.gz	do2524_H3K27Ac_liver_ab4729_turTru2SW2012_327_SAN01.fq.gz	ERR572233	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572233/ERR572233.fastq.gz	P-MTAB-39594	P-MTAB-39595	Mesoplo-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Mesoplodon bidens	H3K27Ac
SW2012/413	ERS517786	organism part	UK Cetacean Strandings Investigation Programme, ZSL	Balaenoptera borealis	frozen specimen	  	wild type	female	SW2012/413	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-220#24	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2526	sequencing assay	ERX530987	do2526_H3K27Ac_liver_ab4729_turTru2SW2012_413_SAN01.fq.gz	do2526_H3K27Ac_liver_ab4729_turTru2SW2012_413_SAN01.fq.gz	ERR572266	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572266/ERR572266.fastq.gz	P-MTAB-39594	P-MTAB-39595	Balaeno-H3K27Ac_replicated-peaks_macs	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-2633/E-MTAB-2633.processed.1.zip	Balaenoptera borealis	H3K27Ac
SW2012/13	ERS517791	organism part	UK Cetacean Strandings Investigation Programme, ZSL	Delphinus delphis	frozen specimen	  	wild type	male	SW2012/13	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-51#105	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2147	sequencing assay	ERX531024	do2147_input_liver_unk_turTru2Delphinus_delphisCSIP1_SAN01.fq.gz	do2147_input_liver_unk_turTru2Delphinus_delphisCSIP1_SAN01.fq.gz	ERR572181	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572181/ERR572181.fastq.gz	P-MTAB-39594	  	  	  	Delphinus delphis	input
SW2012/193	ERS517748	organism part	UK Cetacean Strandings Investigation Programme, ZSL	Lagenorhynchus albirostris	frozen specimen	  	wild type	female	SW2012/193	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-220#31W	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2529	sequencing assay	ERX531023	do2529_input_liver_unk_turTru2SW2012_193_SAN01.fq.gz	do2529_input_liver_unk_turTru2SW2012_193_SAN01.fq.gz	ERR572169	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572169/ERR572169.fastq.gz	P-MTAB-39594	  	  	  	Lagenorhynchus albirostris	input
SW2012/419	ERS517790	organism part	UK Cetacean Strandings Investigation Programme, ZSL	Mesoplodon bidens	frozen specimen	  	wild type	female	SW2012/419	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-220#29W	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2527	sequencing assay	ERX531020	do2527_input_liver_unk_turTru2SW2012_419_merged.fq.gz	do2527_input_liver_unk_turTru2SW2012_419_merged.fq.gz	ERR572208	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572208/ERR572208.fastq.gz	P-MTAB-39594	  	  	  	Mesoplodon bidens	input
SW2012/327	ERS517771	organism part	UK Cetacean Strandings Investigation Programme, ZSL	Mesoplodon bidens	frozen specimen	  	wild type	female	SW2012/327	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-220#30W	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2528	sequencing assay	ERX530943	do2528_input_liver_unk_turTru2SW2012_327_merged.fq.gz	do2528_input_liver_unk_turTru2SW2012_327_merged.fq.gz	ERR572258	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572258/ERR572258.fastq.gz	P-MTAB-39594	  	  	  	Mesoplodon bidens	input
SW2012/413	ERS517786	organism part	UK Cetacean Strandings Investigation Programme, ZSL	Balaenoptera borealis	frozen specimen	  	wild type	female	SW2012/413	adult	  	liver	P-MTAB-39591	P-MTAB-39592	P-MTAB-39593	DVL2-220#32W	genomic DNA	SINGLE	GENOMIC	ChIP-Seq	ChIP	P-MTAB-40494	WTSI	do2530	sequencing assay	ERX530995	do2530_input_liver_unk_turTru2SW2012_413_merged.fq.gz	do2530_input_liver_unk_turTru2SW2012_413_merged.fq.gz	ERR572145	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR572/ERR572145/ERR572145.fastq.gz	P-MTAB-39594	  	  	  	Balaenoptera borealis	input
